azon;cím;rendezo;hozzaadas_datum;ertekeles;nyelv
683287;Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend;Claire Scanlon;2020.05.12;6,49;en
816614;Scarlett;John Lyde;2020.12.01;7;en
738215;Barbie: Princess Adventure;Conrad Helten;2020.09.01;7;en
521007;Superintelligence;Ben Falcone;2020.12.11;6;en
451184;Wasp Network;Olivier Assayas;2020.01.29;6;en
632666;Unpregnant;Rachel Lee Goldenberg;2020.09.10;7;en
682377;Chick Fight;Paul Leyden;2020.11.13;5,839;en
653610;Disclosure;Sam Feder;2020.06.19;7,922;en
637053;Shithouse;Cooper Raiff;2020.10.16;6,954;en
753583;Secrets of the Saqqara Tomb;James Tovell;2020.10.28;7,289;en
476389;Anastasia: Once Upon a Time;Blake Harris;2020.02.27;6;en
706510;Desperados;LP;2020.07.01;6;en
582306;Assassin 33 A.D.;Jim Carroll;2020.01.24;5,232;en
605133;Slaxx;Elza Kephart;2020.09.11;5,743;en
713776;If Anything Happens I Love You;Will McCormack, Michael Govier;2020.03.07;7,686;en
653725;Crip Camp: A Disability Revolution;James Lebrecht, Nicole Newnham;2020.03.25;7,156;en
631939;The Legion;Jose Magan;2020.05.08;6;en
630766;A Night of Horror: Nightmare Radio;Oliver Park, Luciano Onetti, Nicolás Onetti, Sergio Morcillo, Joshua Long, Jason Bognacki, Adam O'Brien, Matthew Richards, A.J. Briones, Pablo S. Pastor;2020.02.06;5,722;en
660609;Uncorked;Prentice Penny;2020.03.27;6,111;en
681459;Derek DelGaudio's In & of Itself;Frank Oz;2020.10.24;7,479;en
639564;The Kangaroo Chronicles;Dani Levy;2020.03.05;5,676;de
664416;Beastie Boys Story;Spike Jonze;2020.04.24;7,519;en
620897;The Forty-Year-Old Version;Radha Blank;2020.01.25;6,813;en
718633;Bruised;Halle Berry;2020.09.12;6,882;en
710717;Good Boy;Tyler MacIntyre;2020.06.12;6,485;en
610201;The Pale Door;Aaron B. Koontz;2020.08.21;5,217;en
707408;Rent-A-Pal;Jon Stevenson;2020.10.11;6,462;en
621954;Concrete Cowboy;Ricky Staub;2020.09.13;6;en
715658;The Scientist;Derrick Granado;2020.09.21;6;en
627103;Love, Weddings & Other Disasters;Dennis Dugan;2020.12.04;6;en
735129;Black Beach;Esteban Crespo;2020.09.25;5,738;en
649392;Rev;Ant Horasanli;2020.08.20;6;en
751490;The Mole: Undercover in North Korea;Mads Brügger;2020.10.11;6,913;en
673159;Hooking Up;Nico Raineau;2020.03.20;6,335;en
634244;Heavenquest: A Pilgrim's Progress;Matt Bilen;2020.01.28;5,183;en
726664;Fearless;Cory Edwards;2020.08.14;6;en
624788;Black Bear;Lawrence Michael Levine;2020.12.04;6,464;en
627661;Cranston Academy: Monster Zone;Leopoldo Aguilar;2020.04.29;6;en
680734;Crawlers;Brandon Zuck;2020.03.06;6;en
605802;8;Harold Hölscher;2020.03.13;6;en
446574;Siberia;Abel Ferrara;2020.07.02;5;en
575659;Berlin Alexanderplatz;Burhan Qurbani;2020.06.25;7;de
568994;Driveways;Andrew Ahn;2020.12.17;7;en
653729;Time;Garrett Bradley;2020.10.09;6,803;en
581802;#UNFIT: The Psychology of Donald Trump;Dan Partland;2020.10.22;6,608;en
661329;Riddled with Deceit: A Martha's Vineyard Mystery;Andy Mikita;2020.02.23;7,439;en
586032;1;Andrzej Kozlowski;2020.09.14;6,705;en
697064;Beckman;Gabriel Sabloff;2020.09.10;6;en
696000;Jerry Seinfeld: 23 Hours to Kill;Joe DeMaio;2020.05.05;6,097;en
758935;Blindfire;Michael Nell;2020.11.13;6,656;en
744925;Christmas on Ice;John Stimpson;2020.10.23;7;en
647265;The Binge;Jeremy Garelick;2020.08.28;5,297;en
528761;Coda;Claude Lalonde;2020.01.31;6;en
634649;Spider-Man: No Way Home;Jon Watts;2021.12.15;7,949;en
438631;Dune;Denis Villeneuve;2021.09.15;7,783;en
566525;Shang-Chi and the Legend of the Ten Rings;Destin Daniel Cretton;2021.09.01;7,528;en
580489;Venom: Let There Be Carnage;Andy Serkis;2021.09.30;6,779;en
423108;The Conjuring: The Devil Made Me Do It;Michael Chaves;2021.05.25;7,413;en
337404;Cruella;Craig Gillespie;2021.05.26;8;en
524434;Eternals;Chloé Zhao;2021.11.03;6,83;en
460458;Resident Evil: Welcome to Raccoon City;Johannes Roberts;2021.11.24;5,965;en
527774;Raya and the Last Dragon;Don Hall, Carlos López Estrada;2021.03.03;7,841;en
497698;Black Widow;Cate Shortland;2021.07.07;7,214;en
624860;The Matrix Resurrections;Lana Wachowski;2021.12.16;6,388;en
550988;Free Guy;Shawn Levy;2021.08.11;7,485;en
520763;A Quiet Place Part II;John Krasinski;2021.05.21;7,475;en
581726;Infinite;Antoine Fuqua;2021.09.09;6,605;en
385128;F9;Justin Lin;2021.05.19;7,056;en
459151;The Boss Baby: Family Business;Tom McGrath;2021.07.01;7,351;en
476669;The King's Man;Matthew Vaughn;2021.12.22;6,751;en
399566;Godzilla vs. Kong;Adam Wingard;2021.03.24;7,583;en
630586;Wrong Turn;Mike P. Nelson;2021.01.26;6;en
460465;Mortal Kombat;Simon McQuoid;2021.04.07;7,026;en
568620;Snake Eyes: G.I. Joe Origins;Robert Schwentke;2021.07.22;6,486;en
631843;Old;M. Night Shyamalan;2021.07.21;6,332;en
425909;Ghostbusters: Afterlife;Jason Reitman;2021.11.18;7,356;en
602269;The Little Things;John Lee Hancock;2021.01.28;6,334;en
522931;Hitman's Wife's Bodyguard;Patrick Hughes;2021.06.14;6,668;en
646380;Don't Look Up;Adam McKay;2021.12.08;7,075;en
550205;Wish Dragon;Chris Appelhans;2021.01.15;7,884;en
796499;Army of Thieves;Matthias Schweighöfer;2021.10.29;6,835;en
567189;Tom Clancy's Without Remorse;Stefano Sollima;2021.04.29;6,97;en
760883;Blood Red Sky;Peter Thorwarth;2021.07.23;6,854;de
639721;The Addams Family 2;Conrad Vernon, Greg Tiernan;2021.10.01;6,971;en
484718;Coming 2 America;Craig Brewer;2021.03.04;6,384;en
634528;The Marksman;Robert Lorenz;2021.01.15;6,828;en
602734;Spiral: From the Book of Saw;Darren Lynn Bousman;2021.05.12;5,941;en
619778;Malignant;James Wan;2021.09.01;6,768;en
588921;AINBO: Spirit of the Amazon;José Zelada, Richard Claus;2021.02.09;7;en
585216;Escape Room: Tournament of Champions;Adam Robitel;2021.07.01;6,531;en
482373;Don't Breathe 2;Rodo Sayagues;2021.08.12;7;en
559907;The Green Knight;David Lowery;2021.07.29;6,597;en
770254;Back to the Outback;Claire Knight, Harry Cripps;2021.12.03;7,706;en
567748;The Guilty;Antoine Fuqua;2021.09.24;6,427;en
813258;Monster Pets: A Hotel Transylvania Short;Jennifer Kluska, Derek Drymon;2021.04.02;7,394;en
753453;V/H/S/94;Jennifer Reeder, Ryan Prows, Steven Kostanski, Simon Barrett, Chloe Okuno, Timo Tjahjanto;2021.09.26;6,131;en
597208;Nightmare Alley;Guillermo del Toro;2021.12.02;6,982;en
672582;The Deep House;Julien Maury, Alexandre Bustillo;2021.06.30;6;en
646207;The Ice Road;Jonathan Hensleigh;2021.06.24;6,807;en
542178;The French Dispatch;Wes Anderson;2021.10.21;7,032;en
787723;13 Minutes;Lindsay Gossling;2021.10.29;6;en
591273;Fear Street: 1994;Leigh Janiak;2021.06.28;6,699;en
449406;Vivo;Kirk DeMicco;2021.07.30;7,293;en
718032;Licorice Pizza;Paul Thomas Anderson;2021.11.26;6,972;en
628534;The White Tiger;Ramin Bahrani;2021.01.13;7;en
877013;Hell Hath No Fury;Jesse V. Johnson;2021.11.05;6,384;en
644583;The Mauritanian;Kevin Macdonald;2021.02.12;7,425;en
763788;Dangerous;David Hackl;2021.11.05;6,032;en
873972;Hunters;Justin Lee;2021.09.13;6;en
653349;Vacation Friends;Clay Tarver;2021.08.27;7,048;en
595813;Barb & Star Go to Vista Del Mar;Josh Greenbaum;2021.03.29;5,986;en
808023;The Virtuoso;Nick Stagliano;2021.04.30;5,905;en
764835;The Desperate Hour;Phillip Noyce;2021.09.12;6;en
860867;The Accursed;Kathryn Michelle, Elizabeta Vidovic;2021.11.12;6,524;en
597890;Voyagers;Neil Burger;2021.04.08;6;en
579047;Reminiscence;Lisa Joy;2021.08.18;6,587;en
736073;Batman: The Long Halloween, Part One;Chris Palmer;2021.06.21;7,457;en
615643;Minari;Lee Isaac Chung;2021.02.12;7,338;en
800497;Werewolves Within;Josh Ruben;2021.06.25;6;en
853812;Olympians at Heart;Amy Force;2021.07.17;8;en
559581;Stowaway;Joe Penna;2021.06.24;6;en
736074;Batman: The Long Halloween, Part Two;Chris Palmer;2021.07.26;7,423;en
597891;Kate;Cedric Nicolas-Troyan;2021.09.10;6,647;en
682254;Scooby-Doo! The Sword and the Scoob;Christina Sotta, Melchior Zwyer, Maxwell Atoms;2021.02.24;7,639;en
511809;West Side Story;Steven Spielberg;2021.12.08;7;en
664236;Extinct;David Silverman;2021.02.11;6,225;en
643586;Willy's Wonderland;Kevin Lewis;2021.02.12;6;en
864873;Hypnotic;Matt Angel, Suzanne Coote;2021.10.27;6,026;en
565028;Candyman;Nia DaCosta;2021.08.25;6;en
664574;Silent Night;Camille Griffin;2021.12.03;6;en
791469;Dark Web: Cicada 3301;Alan Ritchson;2021.03.12;6;en
629017;Run Hide Fight;Kyle Rankin;2021.06.17;6,706;en
579051;Silk Road;Tiller Russell;2021.02.19;6,307;en
573680;The Banishing;Christopher Smith;2021.04.29;5,158;en
779047;Us Again;Zach Parrish;2021.03.03;7,799;en
598896;Land;Robin Wright;2021.02.12;6,736;en
811367;22 vs. Earth;Kevin Nolting;2021.04.30;6,991;en
520663;The Woman in the Window;Joe Wright;2021.05.13;6;en
635731;Pig;Michael Sarnoski;2021.07.16;6,655;en
523638;Prisoners of the Ghostland;Sion Sono;2021.08.31;5;en
846867;Mad God;Phil Tippett;2021.09.17;6,854;en
539565;Zola;Janicza Bravo;2021.06.30;6,178;en
663866;Censor;Prano Bailey-Bond;2021.06.11;5,827;en
767304;Redemption Day;Hicham Hajji;2021.01.08;6;en
766208;Jumanji: Level One;Lance Kawas;2021.01.20;6;en
532865;The Dig;Simon Stone;2021.01.14;6,864;en
732450;Batman: Soul of the Dragon;Sam Liu;2021.01.12;6,727;en
749274;Cry Macho;Clint Eastwood;2021.09.16;5,954;en
722913;Malcolm & Marie;Sam Levinson;2021.01.29;7;en
876716;Ciao Alberto;McKenna Jean Harris;2021.11.11;7,403;en
654754;Billie Eilish: The World's a Little Blurry;R. J. Cutler;2021.02.26;8,284;en
943542;Stealing Lust;Hank Hoffman;2021.10.07;5;en
664300;Shiva Baby;Emma Seligman;2021.03.26;7,183;en
603206;Dream Horse;Euros Lyn;2021.05.21;7;en
506281;The World to Come;Mona Fastvold;2021.02.12;7;en
714968;Plan A;Doron Paz, Yoav Paz;2021.08.16;6,153;en
588367;The Humans;Stephen Karam;2021.11.24;6,126;en
645689;The Duke;Roger Michell;2021.07.23;7;en
801058;Seaspiracy;Ali Tabrizi;2021.03.24;7,849;en
756403;Riverdance: The Animated Adventure;Eamonn Butler, Dave Rosenbaum;2021.05.28;6;en
501841;A Journal for Jordan;Denzel Washington;2021.12.22;7;en
864390;Mickey and Minnie Wish Upon a Christmas;Broni Likomanov;2021.12.02;7;en
776527;Summer of Soul (...Or, When the Revolution Could Not Be Televised);Questlove;2021.07.02;7,62;en
878401;Angel Falls Christmas;Jerry Ciccoritti;2021.11.26;5,357;en
826914;Muppets Haunted Mansion;Kirk R. Thatcher;2021.10.08;6,439;en
785752;Intrusion;Adam Salky;2021.09.22;6;en
766931;Born a Champion;Alex Ranarivelo;2021.01.22;7;en
857879;Mount Adams;Phillip Wade;2021.07.21;6;en
802443;Deadly Illusions;Anna Elizabeth James;2021.03.18;5;en
850356;Gabriel's Rapture: Part I;Tosca Musk;2021.11.24;7,842;en
693827;Lansky;Eytan Rockaway;2021.06.24;6,048;en
778552;The Penitent Thief;Lucas Miles;2021.02.25;6;en
848278;Jurassic Hunt;Hank Braxtan;2021.08.26;5;en
879540;Dave Chappelle: The Closer;Stan Lathan;2021.10.05;7,141;en
911068;Death to 2021;Jack Clough, Josh Ruben;2021.12.27;6;en
673121;Wolf;Nathalie Biancheri;2021.12.03;5,262;en
758879;A Castle for Christmas;Mary Lambert;2021.11.26;6;en
543836;The Velvet Underground;Todd Haynes;2021.10.15;6,795;en
786573;HellKat;Becca Hirani, Scott Chambers;2021.02.02;5,52;en
823461;Good on Paper;Kimmy Gatewood;2021.06.23;5,572;en
586791;Little Fish;Chad Hartigan;2021.02.05;7;en
839436;Dragon Fury;Scott Chambers;2021.06.15;5,88;en
711475;Here Today;Billy Crystal;2021.05.07;7;en
754934;Son;Ivan Kavanagh;2021.03.18;6;en
812456;Barbie & Chelsea: The Lost Birthday;Cassi Simonds;2021.03.27;7;en
835961;Snakehead;Evan Leong;2021.10.29;6;en
797457;Nitram;Justin Kurzel;2021.09.30;7;en
797309;Biggie: I Got a Story to Tell;Emmett Malloy;2021.03.01;7,186;en
880381;The Eden Theory;Kyle Misak;2021.05.05;5;en
855228;The Girl Who Got Away;Michael Morrissey;2021.08.20;6,128;en
823754;Bo Burnham: Inside;Bo Burnham;2021.07.22;8;en
765869;Black Friday;Casey Tebo;2021.11.19;5;en
399178;Benediction;Terence Davies;2021.12.23;6,173;en
787298;Squared Love;Filip Zylber;2021.02.11;6,105;pl
847981;Black Island;Miguel Alexandre;2021.08.17;6;de
850818;Barbie: Big City, Big Dreams;Scott Pleydell-Pearce;2021.08.20;7;en
598413;Send It!;Andrew Stevens;2021.05.11;6;en
784047;Creating The Queen's Gambit;;2021.01.10;7,832;en
864388;Mickey's Tale of Two Witches;Jeff Gordon;2021.10.07;7;en
674610;A Loud House Christmas;Jonathan Judge;2021.11.26;7;en
797946;The Djinn;David Charbonier, Justin Powell;2021.05.14;5,636;en
804435;Vanquish;George Gallo;2021.04.16;5,298;en
776142;Crack: Cocaine, Corruption & Conspiracy;Stanley Nelson;2021.01.11;6,786;en
810731;Why Did You Kill Me?;Fredrick Munk;2021.04.07;5,963;en
809968;Bartkowiak;Daniel Markowicz;2021.07.28;6;pl
853354;Bob Ross: Happy Accidents, Betrayal & Greed;Joshua Rofé;2021.08.25;6,856;en
653024;The God Committee;Austin Stark;2021.07.02;6,593;en
866669;Sister Swap: Christmas in the City;Sean McNamara;2021.12.12;6;en
660833;Entangled;Gaurav Seth;2021.11.12;6,653;en
477044;Bergman Island;Mia Hansen-Løve;2021.07.14;6,225;en
590153;Nowhere to Be Found;Thomas Michael;2021.09.23;7,764;en
423333;Mass;Fran Kranz;2021.10.08;7,512;en
776559;How It Ends;Daryl Wein, Zoe Lister-Jones;2021.07.20;5,025;en
903746;Laura's Star;Joya Thome;2021.12.09;6;de
752505;The Old Ways;Christopher Alender;2021.04.04;6,778;en
828305;Rushed;Vibeke Muasya;2021.08.27;7;en
786110;Jakob's Wife;Travis Stevens;2021.04.16;5,792;en
670129;PVT Chat;Ben Hozie;2021.02.05;5,669;en
32471;Mixtape;Valerie Weiss;2021.12.03;7;en
877657;Attack of the Hollywood Clichés!;Sean Doherty;2021.09.27;5,938;en
834027;Val;Leo Scott, Ting Poo;2021.07.23;7,113;en
553592;Queen Bees;Michael Lembeck;2021.06.11;6;en
835551;Masquerade;Shane Dax Taylor;2021.07.30;5,675;en
794602;Swan Song;Todd Stephens;2021.08.06;7,074;en
849369;Superhost;Brandon Christensen;2021.08.14;5,919;en
660335;Hunted;Vincent Paronnaud;2021.02.03;6,205;en
821390;The Retreat;Pat Mills;2021.05.21;5;en
675353;Sonic the Hedgehog 2;Jeff Fowler;2022.03.30;7,479;en
829557;365 Days: This Day;Barbara Białowąs, Tomasz Mandes;2022.04.26;5,894;pl
315162;Puss in Boots: The Last Wish;Joel Crawford;2022.12.07;8,219;en
507086;Jurassic World Dominion;Colin Trevorrow;2022.06.01;6,675;en
76600;Avatar: The Way of Water;James Cameron;2022.12.14;7,608;en
453395;Doctor Strange in the Multiverse of Madness;Sam Raimi;2022.05.04;7,267;en
414906;The Batman;Matt Reeves;2022.03.01;7,659;en
505642;Black Panther: Wakanda Forever;Ryan Coogler;2022.11.09;7,072;en
508947;Turning Red;Domee Shi;2022.03.10;7,349;en
335787;Uncharted;Ruben Fleischer;2022.02.10;6,918;en
545611;Everything Everywhere All at Once;Daniel Scheinert, Daniel Kwan;2022.03.24;7,759;en
616037;Thor: Love and Thunder;Taika Waititi;2022.07.06;6,422;en
438148;Minions: The Rise of Gru;Kyle Balda;2022.06.29;7,303;en
766507;Prey;Dan Trachtenberg;2022.08.02;7,698;en
937278;A Man Called Otto;Marc Forster;2022.12.28;7,77;en
615777;Babylon;Damien Chazelle;2022.12.22;7,369;en
646385;Scream;Tyler Gillett, Matt Bettinelli-Olpin;2022.01.12;6,668;en
338953;Fantastic Beasts: The Secrets of Dumbledore;David Yates;2022.04.06;6,648;en
585511;Luck;Peggy Holmes;2022.08.05;7,785;en
718930;Bullet Train;David Leitch;2022.08.03;7,442;en
629542;The Bad Guys;Pierre Perifel;2022.03.17;7,546;en
762975;Purple Hearts;Elizabeth Allen Rosenbaum;2022.07.29;8,102;en
779782;The School for Good and Evil;Paul Feig;2022.10.19;7,047;en
744276;After Ever Happy;Castille Landon;2022.08.24;6,818;en
935271;After the Pandemic;Richard Lowry;2022.03.01;5;en
406759;Moonfall;Roland Emmerich;2022.02.03;6,297;en
536554;M3GAN;Gerard Johnstone;2022.12.28;7,054;en
752623;The Lost City;Aaron Nee, Adam Nee;2022.03.24;6,493;en
843380;Dead for a Dollar;Walter Hill;2022.09.30;5,881;en
661374;Glass Onion: A Knives Out Mystery;Rian Johnson;2022.11.23;7,051;en
639933;The Northman;Robert Eggers;2022.04.07;7,048;en
717728;Jeepers Creepers: Reborn;Timo Vuorensola;2022.09.15;5,406;en
526896;Morbius;Daniel Espinosa;2022.03.30;5,984;en
787752;Fresh;Mimi Cave;2022.03.03;7;en
760741;Beast;Baltasar Kormákur;2022.08.11;6,584;en
785084;The Whale;Darren Aronofsky;2022.12.09;7,832;en
668482;Roald Dahl's Matilda the Musical;Matthew Warchus;2022.11.25;6,78;en
696806;The Adam Project;Shawn Levy;2022.03.11;7,026;en
1001835;Wifelike;James Bird;2022.08.12;6,741;en
619730;Don't Worry Darling;Olivia Wilde;2022.09.21;6,799;en
807356;Watcher;Chloe Okuno;2022.06.03;6,485;en
760161;Orphan: First Kill;William Brent Bell;2022.07.27;6,636;en
1041513;Encanto at the Hollywood Bowl;Chris Howe;2022.12.27;7;en
497828;Triangle of Sadness;Ruben Östlund;2022.09.18;7,064;en
763285;Ambulance;Michael Bay;2022.03.16;6,647;en
758009;Shotgun Wedding;Jason Moore;2022.12.28;6,284;en
830784;Lyle, Lyle, Crocodile;Josh Gordon, Will Speck;2022.10.07;7;en
614934;Elvis;Baz Luhrmann;2022.06.22;7,506;en
705861;Hustle;Jeremiah Zagar;2022.06.03;7,746;en
653851;Devotion;J.D. Dillard;2022.11.23;7,112;en
899112;Violent Night;Tommy Wirkola;2022.11.30;7,278;en
758330;Good Luck to You, Leo Grande;Sophie Hyde;2022.06.16;7;en
894205;Werewolf by Night;Michael Giacchino;2022.09.25;7;en
682507;Where the Crawdads Sing;Olivia Newman;2022.07.14;7,563;en
825808;See for Me;Randall Okita;2022.01.07;6;en
829280;Enola Holmes 2;Harry Bradbeer;2022.11.30;7,356;en
301502;Blonde;Andrew Dominik;2022.09.16;6;en
294793;All the Old Knives;Janus Metz;2022.04.08;6;en
1043565;Mindcage;Mauro Borrelli;2022.12.16;6;en
886396;Batman and Superman: Battle of the Super Sons;Matt Peters;2022.10.17;7,672;en
420821;Chip 'n Dale: Rescue Rangers;Akiva Schaffer;2022.05.20;6,997;en
676710;The Amazing Maurice;Toby Genkel;2022.12.16;6,782;en
632856;Spirited;Sean Anders;2022.11.10;6,871;en
969686;4 Horsemen: Apocalypse;Geoff Meed;2022.04.29;6;en
862965;Emily the Criminal;John Patton Ford;2022.08.12;6,68;en
1033219;Attack on Titan;Noah Luke;2022.09.30;6;en
615469;Spiderhead;Joseph Kosinski;2022.06.17;5,79;en
897192;Diary of a Wimpy Kid: Rodrick Rules;Luke Cormican;2022.12.02;6,87;en
799876;The Outfit;Graham Moore;2022.02.25;7,095;en
877269;Strange World;Don Hall;2022.11.23;6,322;en
1015724;Trick or Treat Scooby-Doo!;Audie Harrison;2022.10.04;7;en
831946;Interceptor;Matthew Reilly;2022.05.26;6,056;en
940175;A Tale of Two Guns;Justin Lee;2022.02.17;6;en
846433;The Enforcer;Richard Hughes;2022.09.22;7;en
597922;The Greatest Beer Run Ever;Peter Farrelly;2022.09.23;7,605;en
759175;The Princess;Le Van Kiet;2022.06.16;6,796;en
766475;See How They Run;Tom George;2022.09.09;6,369;en
1010818;Groot's First Steps;Kirsten Lepore;2022.08.10;7;en
338947;Hellraiser;David Bruckner;2022.09.28;6,175;en
429473;Lou;Anna Foerster;2022.09.23;6,537;en
791348;Constantine: The House of Mystery;Matt Peters;2022.05.02;6,871;en
926899;The House;Paloma Baeza, Emma De Swaef, Niki Lindroth von Bahr, Marc James Roels;2022.01.14;7;en
916821;Gasoline Alley;Edward Drake;2022.02.25;5;en
245842;The King's Daughter;Sean McNamara;2022.01.21;7;en
1015602;Welcome to the Club;David Silverman;2022.09.08;6,408;en
1022128;Don't Look at the Demon;Brando Lee;2022.09.29;6,784;en
1005772;Jikirag;Leigah Keewatin, Jessica Moutray, Alexander J. Baxter;2022.09.02;6,384;en
656663;Jackass Forever;Jeff Tremaine;2022.02.01;6,81;en
532710;Firestarter;Keith Thomas;2022.05.12;5,557;en
976720;Vesper;Kristina Buožytė, Bruno Samper;2022.08.17;6,368;en
872542;Agent Game;Grant S. Johnson;2022.04.08;5,149;en
840882;The Weekend Away;Kim Farrant;2022.03.03;6;en
1010819;The Little Guy;Kirsten Lepore;2022.08.10;7,312;en
913205;Teen Titans Go! & DC Super Hero Girls: Mayhem in the Multiverse;Matt Peters, Katie Rice;2022.05.24;6;en
1013228;I Used to Be Famous;Eddie Sternberg;2022.09.09;7;en
754609;Mrs. Harris Goes to Paris;Anthony Fabian;2022.07.15;7,287;en
928344;Weird: The Al Yankovic Story;Eric Appel;2022.09.08;6,704;en
826769;Rosaline;Karen Maine;2022.10.11;7,112;en
819876;Crimes of the Future;David Cronenberg;2022.05.25;6,052;en
803104;Sex Appeal;Talia Osteen;2022.01.14;6,65;en
820912;Persuasion;Carrie Cracknell;2022.07.01;6;en
1015606;Obi-Wan Kenobi: A Jedi's Return;David Gelb;2022.09.07;6,799;en
730167;The Reef: Stalked;Andrew Traucki;2022.07.14;5,559;en
1040330;Black Adam: Saviour or Destroyer?;;2022.10.15;7;en
837881;She Said;Maria Schrader;2022.11.17;7,233;en
698128;Dual;Riley Stearns;2022.03.18;5,989;en
678287;Marmaduke;Mark A.Z. Dippé;2022.04.28;5;en
914216;The Lost King;Stephen Frears;2022.10.07;6,522;en
814340;Cha Cha Real Smooth;Cooper Raiff;2022.06.17;7,162;en
955991;The Offering;Oliver Park;2022.09.23;6;en
504827;The Bob's Burgers Movie;Bernard Derriman, Loren Bouchard;2022.05.26;7;en
664996;Apollo 10½: A Space Age Childhood;Richard Linklater;2022.03.24;7,027;en
846778;Margaux;Steven C. Miller;2022.09.09;6;en
988233;Hex;Andy Malchiodi, Chris Johnston;2022.11.01;5,725;en
760099;Living;Oliver Hermanus;2022.11.04;7;en
991833;Cat Pack: A PAW Patrol Exclusive Event;Charles E. Bastien;2022.06.24;7,437;en
696157;Whitney Houston: I Wanna Dance with Somebody;Kasi Lemmons;2022.12.20;7;en
872177;Corrective Measures;Sean Patrick O'Reilly;2022.04.29;5;en
739993;Metal Lords;Peter Sollett;2022.04.08;6,898;en
773975;End of the Road;Millicent Shelton;2022.09.09;6;en
1003180;Inside the Mind of a Cat;Andy Mitchell;2022.08.18;7,304;en
795109;Catherine Called Birdy;Lena Dunham;2022.09.23;6,063;en
683340;Vengeance;B.J. Novak;2022.07.29;6,628;en
846250;Fire Island;Andrew Ahn;2022.06.02;7;en
750466;Wunderschön;Karoline Herfurth;2022.02.03;7,449;de
934756;Love in the Villa;Mark Steven Johnson;2022.09.01;6;en
923632;The Tinder Swindler;Felicity Morris;2022.02.02;7;en
826942;Spin Me Round;Jeff Baena;2022.08.19;5;en
886083;Deadstream;Vanessa Winter, Joseph Winter;2022.10.20;6,217;en
707103;Emily;Frances O'Connor;2022.10.14;7;en
744114;My Policeman;Michael Grandage;2022.10.20;7,647;en
1026208;Marvel Studios Assembled: The Making of She-Hulk: Attorney at Law;Brad Baruh;2022.11.03;7;en
936643;Marvel Studios Assembled: The Making of Hawkeye;Brad Baruh;2022.02.09;7;en
802372;The People We Hate at the Wedding;Claire Scanlon;2022.11.17;6,239;en
1024627;The System;Dallas Jackson;2022.10.28;7;en
1014779;The Figo Affair: The Transfer That Changed Football;David Tryhorn, Ben Nicholas;2022.08.25;7;en
926676;Navalny;Daniel Roher;2022.04.08;7,221;en
799375;Stutz;Jonah Hill;2022.11.14;7,495;en
635891;Clerks III;Kevin Smith;2022.09.04;6,024;en
828947;Beavis and Butt-Head Do the Universe;Albert Calleros, John Rice;2022.06.23;6,907;en
1015595;Marvel Studios Assembled: The Making of Thor: Love and Thunder;Brad Baruh;2022.09.08;7;en
944865;Boon;Derek Presley;2022.04.01;5,186;en
785398;EO;Jerzy Skolimowski;2022.09.30;6,518;pl
715370;Burial;Ben Parker;2022.09.02;5,333;en
1026624;It's a Wonderful Binge;Jordan VanDina;2022.12.09;5;en
919355;Dragon Knight;Lawrie Brewster;2022.03.21;6,231;en
892835;Book of Love;Analeine Cal y Mayor;2022.01.06;5,556;en
790867;The Eternal Daughter;Joanna Hogg;2022.12.02;6;en
934323;Mickey: The Story of a Mouse;Jeff Malmberg;2022.03.19;7;en
980804;LEGO Star Wars Summer Vacation;Ken Cunningham;2022.08.05;6,173;en
768447;Motherly;Craig David Wallace;2022.08.04;6,125;en
919570;R.M.N.;Cristian Mungiu;2022.06.03;6,98;ro
913814;Brian and Charles;Jim Archer;2022.06.17;6,322;en
823147;To Leslie;Michael Morris;2022.10.07;7,003;en
979163;Beyond Infinity: Buzz and the Journey to Lightyear;Tony Kaplan;2022.06.10;7;en
1028506;The Sound of 007;Mat Whitecross;2022.10.04;6,909;en
945840;Dead Zone;Hank Braxtan;2022.07.29;5,219;en
999127;Broad Peak;Leszek Dawid;2022.09.09;6;pl
1039627;L.O.L. Surprise! Winter Fashion Show;John Kafka, Melissa Pragassen;2022.10.24;7,763;en
828558;God's Creatures;Saela Davis, Anna Rose Holmer;2022.09.30;5,988;en
1004685;Nuclear Now;Oliver Stone;2022.09.09;7;en
929340;A Christmas Story Christmas;Clay Kaytis;2022.12.08;6,409;en
973164;Ricky Gervais: SuperNature;John L. Spencer;2022.05.24;7,401;en
980605;Wrath of Van Helsing;Soner Metin;2022.06.14;5,675;en
1048300;Adrenaline;Massimiliano Cerchi;2022.12.15;6;en
944946;A Royal Runaway Romance;David Weaver;2022.04.09;7,305;en
1138749;The Island;Shaun Paul Piccinino;2023.07.21;6,096;en
603692;John Wick: Chapter 4;Chad Stahelski;2023.03.22;7,722;en
667538;Transformers: Rise of the Beasts;Steven Caple Jr.;2023.06.06;7,248;en
569094;Spider-Man: Across the Spider-Verse;Kemp Powers, Justin K. Thompson, Joaquim Dos Santos;2023.05.31;8,347;en
575264;Mission: Impossible - Dead Reckoning Part One;Christopher McQuarrie;2023.07.08;7,532;en
299054;Expend4bles;Scott Waugh;2023.09.15;6,137;en
976573;Elemental;Peter Sohn;2023.06.14;7,617;en
346698;Barbie;Greta Gerwig;2023.07.19;7;en
